,document_no,start,end,label,drug,rating,review,sentence
1248,449,43,56,benefit,Minocycline,5,18 year old female I have suffered acne since I was about 10 or 11 Got prescribed minocycline 50mg once a day in November 2014 Didn t see any difference after a month so I started taking 2 a day worked WONDERS It was absolutely amazing used in combination with Benzac my skin was so so clear I loved it I think I stopped taking it around June 2014 and my skin stayed clear apart from the additional break out here and there Fast forward September 2014 and my acne had come back worse than ever Absolutely everywhere and super red I got prescribed Doxycycline which did nothing after 4 months and my acne is still terrible Now I m back on minocycline hopefully it will work again,was absolutely amazing used in combination with Benzac my skin was so so clear
1249,449,77,80,bearable side effect,Minocycline,5,18 year old female I have suffered acne since I was about 10 or 11 Got prescribed minocycline 50mg once a day in November 2014 Didn t see any difference after a month so I started taking 2 a day worked WONDERS It was absolutely amazing used in combination with Benzac my skin was so so clear I loved it I think I stopped taking it around June 2014 and my skin stayed clear apart from the additional break out here and there Fast forward September 2014 and my acne had come back worse than ever Absolutely everywhere and super red I got prescribed Doxycycline which did nothing after 4 months and my acne is still terrible Now I m back on minocycline hopefully it will work again,additional break out here
1250,449,88,95,worse when off the drug,Minocycline,5,18 year old female I have suffered acne since I was about 10 or 11 Got prescribed minocycline 50mg once a day in November 2014 Didn t see any difference after a month so I started taking 2 a day worked WONDERS It was absolutely amazing used in combination with Benzac my skin was so so clear I loved it I think I stopped taking it around June 2014 and my skin stayed clear apart from the additional break out here and there Fast forward September 2014 and my acne had come back worse than ever Absolutely everywhere and super red I got prescribed Doxycycline which did nothing after 4 months and my acne is still terrible Now I m back on minocycline hopefully it will work again,my acne had come back worse than ever
1251,449,123,127,hope effects gets better,Minocycline,5,18 year old female I have suffered acne since I was about 10 or 11 Got prescribed minocycline 50mg once a day in November 2014 Didn t see any difference after a month so I started taking 2 a day worked WONDERS It was absolutely amazing used in combination with Benzac my skin was so so clear I loved it I think I stopped taking it around June 2014 and my skin stayed clear apart from the additional break out here and there Fast forward September 2014 and my acne had come back worse than ever Absolutely everywhere and super red I got prescribed Doxycycline which did nothing after 4 months and my acne is still terrible Now I m back on minocycline hopefully it will work again,hopefully it will work again
1252,450,83,99,benefit,Accutane,5,I have been on accuntane for just over 2 months so far starting on 20mg a day second month 40mg a day and going into my third month of 60mg My skin is the worst it has ever been I take comfort in the countless reviews that this medication does work and one day I will have clear skin It s a small price to pay for a few months of hell to be acne free after years of putting up with it The only plus side is the oily skin I used to suffer with is a distant memory Dry lips are a slight pain although it s manageable lipsticks stays on for a total of ten minutes Dry skin and dry hair slightly also the hardest part for me to cope with is the horrific breakout however I m assured that this is normal Fingers crossed it works,The only plus side is the oily skin I used to suffer with is a distant memory
1253,450,100,109,bearable side effect,Accutane,5,I have been on accuntane for just over 2 months so far starting on 20mg a day second month 40mg a day and going into my third month of 60mg My skin is the worst it has ever been I take comfort in the countless reviews that this medication does work and one day I will have clear skin It s a small price to pay for a few months of hell to be acne free after years of putting up with it The only plus side is the oily skin I used to suffer with is a distant memory Dry lips are a slight pain although it s manageable lipsticks stays on for a total of ten minutes Dry skin and dry hair slightly also the hardest part for me to cope with is the horrific breakout however I m assured that this is normal Fingers crossed it works,Dry lips are a slight pain although it s manageable
1254,450,119,132,bad effect,Accutane,5,I have been on accuntane for just over 2 months so far starting on 20mg a day second month 40mg a day and going into my third month of 60mg My skin is the worst it has ever been I take comfort in the countless reviews that this medication does work and one day I will have clear skin It s a small price to pay for a few months of hell to be acne free after years of putting up with it The only plus side is the oily skin I used to suffer with is a distant memory Dry lips are a slight pain although it s manageable lipsticks stays on for a total of ten minutes Dry skin and dry hair slightly also the hardest part for me to cope with is the horrific breakout however I m assured that this is normal Fingers crossed it works,Dry skin and dry hair slightly also the hardest part for me to cope
1255,450,146,149,hope effects gets better,Accutane,5,I have been on accuntane for just over 2 months so far starting on 20mg a day second month 40mg a day and going into my third month of 60mg My skin is the worst it has ever been I take comfort in the countless reviews that this medication does work and one day I will have clear skin It s a small price to pay for a few months of hell to be acne free after years of putting up with it The only plus side is the oily skin I used to suffer with is a distant memory Dry lips are a slight pain although it s manageable lipsticks stays on for a total of ten minutes Dry skin and dry hair slightly also the hardest part for me to cope with is the horrific breakout however I m assured that this is normal Fingers crossed it works,Fingers crossed it works
1256,500,30,36,drug worked,Epiduo,6,I used this for about 7 8 months straight before it ran out I used it once a day on my entire face since most of my face has acne It helped prevent breakouts and reduced pimples but it never actually cleared up my whole face Now that it s gone I m going to go find a medication that will actually clear up everything,It helped prevent breakouts and reduced pimples
1257,500,39,45,expected more benefit,Epiduo,6,I used this for about 7 8 months straight before it ran out I used it once a day on my entire face since most of my face has acne It helped prevent breakouts and reduced pimples but it never actually cleared up my whole face Now that it s gone I m going to go find a medication that will actually clear up everything,never actually cleared up my whole face
1258,501,8,15,no change,Doxycycline,6,I used Adoxa for half a year and experienced no increase or decrease in my acne There were no side effects either It wasn t a negative experience but it didn t help me personally Hopefully others have better luck with this product,experienced no increase or decrease in my acne
1259,501,16,20,no side effects,Doxycycline,6,I used Adoxa for half a year and experienced no increase or decrease in my acne There were no side effects either It wasn t a negative experience but it didn t help me personally Hopefully others have better luck with this product,There were no side effects
1260,501,30,34,drug not doing job,Doxycycline,6,I used Adoxa for half a year and experienced no increase or decrease in my acne There were no side effects either It wasn t a negative experience but it didn t help me personally Hopefully others have better luck with this product,didn t help me personally
1261,502,54,60,some benefit,Doxycycline,6,I m a 19 year old girl and I have moderate to severe acne I eat healthy I drink only water no sodas or juices I m active I m in college and do ballet But I sturggled with horrible acne since 6th grade I started doxy about a month ago only 15mg and I can already see the redness fading Some days are worse then others but I m hopeful this medication will help My older sister had been on it for two months and her severe acne is looking amazing I m still getting over the bad before the good but I m starting to see improvements,I can already see the redness fading
1262,502,68,74,hope effects gets better,Doxycycline,6,I m a 19 year old girl and I have moderate to severe acne I eat healthy I drink only water no sodas or juices I m active I m in college and do ballet But I sturggled with horrible acne since 6th grade I started doxy about a month ago only 15mg and I can already see the redness fading Some days are worse then others but I m hopeful this medication will help My older sister had been on it for two months and her severe acne is looking amazing I m still getting over the bad before the good but I m starting to see improvements,I m hopeful this medication will help
1263,502,103,108,some improvement,Doxycycline,6,I m a 19 year old girl and I have moderate to severe acne I eat healthy I drink only water no sodas or juices I m active I m in college and do ballet But I sturggled with horrible acne since 6th grade I started doxy about a month ago only 15mg and I can already see the redness fading Some days are worse then others but I m hopeful this medication will help My older sister had been on it for two months and her severe acne is looking amazing I m still getting over the bad before the good but I m starting to see improvements,I m starting to see improvements
1264,503,85,92,benefit does not last,Epiduo,6,I ve suffered from acne for 8 years now and went through all sorts of phases Now I m 20 yrs old and it s all down on the chin area with deep painful cysts everywhere Unfortunately Epiduo or any topical cream actually is not good for that kind of stuff If you re a teenager this may yield more likely results I had an extremely oily face as a teen so I didn t even experience the red dry flaky skin that most do Sadly it stopped being effective about 6 months in so eventually I quit Recently I ve tried it again but now it gives me persistent painful red dry flaky skin and not much positive results It may be better for other people,Sadly it stopped being effective about 6 months
1265,503,95,98,stopped using,Epiduo,6,I ve suffered from acne for 8 years now and went through all sorts of phases Now I m 20 yrs old and it s all down on the chin area with deep painful cysts everywhere Unfortunately Epiduo or any topical cream actually is not good for that kind of stuff If you re a teenager this may yield more likely results I had an extremely oily face as a teen so I didn t even experience the red dry flaky skin that most do Sadly it stopped being effective about 6 months in so eventually I quit Recently I ve tried it again but now it gives me persistent painful red dry flaky skin and not much positive results It may be better for other people,eventually I quit Recently
1266,503,106,114,bad effect,Epiduo,6,I ve suffered from acne for 8 years now and went through all sorts of phases Now I m 20 yrs old and it s all down on the chin area with deep painful cysts everywhere Unfortunately Epiduo or any topical cream actually is not good for that kind of stuff If you re a teenager this may yield more likely results I had an extremely oily face as a teen so I didn t even experience the red dry flaky skin that most do Sadly it stopped being effective about 6 months in so eventually I quit Recently I ve tried it again but now it gives me persistent painful red dry flaky skin and not much positive results It may be better for other people,it gives me persistent painful red dry flaky skin
1267,503,116,119,negative experience,Epiduo,6,I ve suffered from acne for 8 years now and went through all sorts of phases Now I m 20 yrs old and it s all down on the chin area with deep painful cysts everywhere Unfortunately Epiduo or any topical cream actually is not good for that kind of stuff If you re a teenager this may yield more likely results I had an extremely oily face as a teen so I didn t even experience the red dry flaky skin that most do Sadly it stopped being effective about 6 months in so eventually I quit Recently I ve tried it again but now it gives me persistent painful red dry flaky skin and not much positive results It may be better for other people,not much positive results
1268,504,17,26,initially bad effects,Doxycycline,6,I was on 50mg of doxocycline as well as using tretanoin cream for about 15 days and it made my acne worse and for about a week my skin was very dry I went back to the doctors and have stopped using the cream now I am on an 100mg dose of doxocycline and have been for about 2 weeks and haven t seen any improvement But I ll update soon I m 18 and am prone to acne because of my dads genes It covers most of my right cheek and chin and a few spots here and there on the rest of my face but it had gotten worse on my forehead and other cheek but I m not sure if that was from the medication or if that was going to happen regardless I have tried a lot of different ways to clear my skin antibacterial washes and medicated washes hope this works,it made my acne worse and for about a week
1269,504,61,65,no change,Doxycycline,6,I was on 50mg of doxocycline as well as using tretanoin cream for about 15 days and it made my acne worse and for about a week my skin was very dry I went back to the doctors and have stopped using the cream now I am on an 100mg dose of doxocycline and have been for about 2 weeks and haven t seen any improvement But I ll update soon I m 18 and am prone to acne because of my dads genes It covers most of my right cheek and chin and a few spots here and there on the rest of my face but it had gotten worse on my forehead and other cheek but I m not sure if that was from the medication or if that was going to happen regardless I have tried a lot of different ways to clear my skin antibacterial washes and medicated washes hope this works,haven t seen any improvement
1270,505,9,28,initially bad effects,Minocycline,6,My first week of taking this drug were terrible My acne got worse and I broke out in hives I was itchy I felt ugly and I was miserable and ready to quit I didn t even want to leave the house I continued with it and one week later my skin is clearing up my hives have gone away and I m starting to be really happy with the results If this drug makes your skin worse in the first week don t quit because it will get better,My acne got worse and I broke out in hives I was itchy I felt ugly and I was miserable
1271,505,42,59,drug worked eventually,Minocycline,6,My first week of taking this drug were terrible My acne got worse and I broke out in hives I was itchy I felt ugly and I was miserable and ready to quit I didn t even want to leave the house I continued with it and one week later my skin is clearing up my hives have gone away and I m starting to be really happy with the results If this drug makes your skin worse in the first week don t quit because it will get better,I continued with it and one week later my skin is clearing up my hives have gone away
1272,505,61,70,positive experience,Minocycline,6,My first week of taking this drug were terrible My acne got worse and I broke out in hives I was itchy I felt ugly and I was miserable and ready to quit I didn t even want to leave the house I continued with it and one week later my skin is clearing up my hives have gone away and I m starting to be really happy with the results If this drug makes your skin worse in the first week don t quit because it will get better,I m starting to be really happy with the results
1273,506,32,56,bad effect,Tretinoin,6,Well I started using retin a cream 25 about a month and 3 weeks ago I started by using every 3 day for one month and then using it every other day My face has gotten red and my acne scars seem to be more noticeable but around my eyes are really white so you can imagine how I look Well I m not sure if this is part of the process I m going to stick with it one more month and see what happens I use cerave pm moisturizer after applying and yes I use a moisturizer with spf 50 during the day that is a cetaphil product So I really hope this is just a phase I m going through I ll update in a month,My face has gotten red and my acne scars seem to be more noticeable but around my eyes are really white so you can imagine
1274,506,72,81,hope effects gets better,Tretinoin,6,Well I started using retin a cream 25 about a month and 3 weeks ago I started by using every 3 day for one month and then using it every other day My face has gotten red and my acne scars seem to be more noticeable but around my eyes are really white so you can imagine how I look Well I m not sure if this is part of the process I m going to stick with it one more month and see what happens I use cerave pm moisturizer after applying and yes I use a moisturizer with spf 50 during the day that is a cetaphil product So I really hope this is just a phase I m going through I ll update in a month,I m going to stick with it one more month
1275,506,95,98,having to remedy side effects,Tretinoin,6,Well I started using retin a cream 25 about a month and 3 weeks ago I started by using every 3 day for one month and then using it every other day My face has gotten red and my acne scars seem to be more noticeable but around my eyes are really white so you can imagine how I look Well I m not sure if this is part of the process I m going to stick with it one more month and see what happens I use cerave pm moisturizer after applying and yes I use a moisturizer with spf 50 during the day that is a cetaphil product So I really hope this is just a phase I m going through I ll update in a month,I use a moisturizer
1276,507,12,30,bad effect,Adapalene / benzoyl peroxide,6,I am 15 years old and I was proscribed epiduo around October I would have burning and redness so bad to were I could even sleep putting a cold wet washcloth over your face will help but after many days of not wanting to use it I got the through it and my skin is flawless,I would have burning and redness so bad to were I could even sleep putting a cold wet washcloth
1277,508,22,35,initially bad effects,Tri-Sprintec,6,I m 22 I have very sensitive skin and stomach I started this pill in September and it s now mid December The first month I had nausea the second month I had various digestive issues slightly worse than usual and now in the 3rd full month I am having breakouts The nausea and the stomach issues have cleared up so I m holding out for the acne to clear up Meanwhile my breasts have grown two inches The side effects aren t so bad and the acne I have now isn t much worse than what I had before Some people say they ve experienced mood swings depression or change in sex drive but I haven t noticed that at all,The first month I had nausea the second month I had various digestive issues
1278,508,41,59,side effects go away,Tri-Sprintec,6,I m 22 I have very sensitive skin and stomach I started this pill in September and it s now mid December The first month I had nausea the second month I had various digestive issues slightly worse than usual and now in the 3rd full month I am having breakouts The nausea and the stomach issues have cleared up so I m holding out for the acne to clear up Meanwhile my breasts have grown two inches The side effects aren t so bad and the acne I have now isn t much worse than what I had before Some people say they ve experienced mood swings depression or change in sex drive but I haven t noticed that at all,now in the 3rd full month I am having breakouts The nausea and the stomach issues have cleared up
1279,508,61,69,hope effects gets better,Tri-Sprintec,6,I m 22 I have very sensitive skin and stomach I started this pill in September and it s now mid December The first month I had nausea the second month I had various digestive issues slightly worse than usual and now in the 3rd full month I am having breakouts The nausea and the stomach issues have cleared up so I m holding out for the acne to clear up Meanwhile my breasts have grown two inches The side effects aren t so bad and the acne I have now isn t much worse than what I had before Some people say they ve experienced mood swings depression or change in sex drive but I haven t noticed that at all,I m holding out for the acne to clear
1280,508,78,84,bearable side effect,Tri-Sprintec,6,I m 22 I have very sensitive skin and stomach I started this pill in September and it s now mid December The first month I had nausea the second month I had various digestive issues slightly worse than usual and now in the 3rd full month I am having breakouts The nausea and the stomach issues have cleared up so I m holding out for the acne to clear up Meanwhile my breasts have grown two inches The side effects aren t so bad and the acne I have now isn t much worse than what I had before Some people say they ve experienced mood swings depression or change in sex drive but I haven t noticed that at all,The side effects aren t so bad
1281,508,87,99,some improvement,Tri-Sprintec,6,I m 22 I have very sensitive skin and stomach I started this pill in September and it s now mid December The first month I had nausea the second month I had various digestive issues slightly worse than usual and now in the 3rd full month I am having breakouts The nausea and the stomach issues have cleared up so I m holding out for the acne to clear up Meanwhile my breasts have grown two inches The side effects aren t so bad and the acne I have now isn t much worse than what I had before Some people say they ve experienced mood swings depression or change in sex drive but I haven t noticed that at all,acne I have now isn t much worse than what I had before
1282,509,7,8,drug worked,Doryx,6,I took Doryx for 2 months and it worked I stopped taking it and it started coming back in 2 months Now I paid 270 to buy it again as my insurance would not cover it,it worked
1283,509,10,17,worse when off the drug,Doryx,6,I took Doryx for 2 months and it worked I stopped taking it and it started coming back in 2 months Now I paid 270 to buy it again as my insurance would not cover it,stopped taking it and it started coming back
1284,509,21,24,expensive,Doryx,6,I took Doryx for 2 months and it worked I stopped taking it and it started coming back in 2 months Now I paid 270 to buy it again as my insurance would not cover it,Now I paid 270
1285,510,30,36,drug worked,Adapalene / benzoyl peroxide,6,I used this for about 7 8 months straight before it ran out I used it once a day on my entire face since most of my face has acne It helped prevent breakouts and reduced pimples but it never actually cleared up my whole face Now that it s gone I m going to go find a medication that will actually clear up everything,It helped prevent breakouts and reduced pimples
1286,510,39,44,expected more benefit,Adapalene / benzoyl peroxide,6,I used this for about 7 8 months straight before it ran out I used it once a day on my entire face since most of my face has acne It helped prevent breakouts and reduced pimples but it never actually cleared up my whole face Now that it s gone I m going to go find a medication that will actually clear up everything,never actually cleared up my whole
1287,511,103,110,bad effect,Tretinoin,6,Today is my first day using Retain A 0 04 microderm Gel I work in a pharmacy and the Rph told me when using this gel I have to also use clindamyacin 1 lotion before the gel She also told me to use minocycline 100 mg capsules as well Anyway she said it will work alone but will work excellent together gel lotion Then the capsules will top it off My face due a thyroidectomy that was performed was always CLEAR Within 6 months I had a lot of scars and pimples galore I tried Epiduo Nuquin proactive RX for brown skin no7 everything but my hormones are out of wack Hopefully this combo will work Will keep ya posted,everything but my hormones are out of wack
1288,511,111,115,hope effects gets better,Tretinoin,6,Today is my first day using Retain A 0 04 microderm Gel I work in a pharmacy and the Rph told me when using this gel I have to also use clindamyacin 1 lotion before the gel She also told me to use minocycline 100 mg capsules as well Anyway she said it will work alone but will work excellent together gel lotion Then the capsules will top it off My face due a thyroidectomy that was performed was always CLEAR Within 6 months I had a lot of scars and pimples galore I tried Epiduo Nuquin proactive RX for brown skin no7 everything but my hormones are out of wack Hopefully this combo will work Will keep ya posted,Hopefully this combo will work
1289,512,10,15,initially bad effects,Spironolactone,6,I started taking spironolactone about 3 months ago on 25mg I noticed a change right away but then my skin went back to usual after a few weeks I then upped up my dosage to 50mg 1 5 months ago and noticed a difference again right away My skin was almost 100 clear About a week ago my skin started getting bad again Thinking I might start doing 25mg in the mornings and 50mg at night Hopefully this will be what works for me I m not giving up,I noticed a change right away
1290,512,41,52,drug worked eventually,Spironolactone,6,I started taking spironolactone about 3 months ago on 25mg I noticed a change right away but then my skin went back to usual after a few weeks I then upped up my dosage to 50mg 1 5 months ago and noticed a difference again right away My skin was almost 100 clear About a week ago my skin started getting bad again Thinking I might start doing 25mg in the mornings and 50mg at night Hopefully this will be what works for me I m not giving up,noticed a difference again right away My skin was almost 100 clear
1291,512,76,88,hope effects gets better,Spironolactone,6,I started taking spironolactone about 3 months ago on 25mg I noticed a change right away but then my skin went back to usual after a few weeks I then upped up my dosage to 50mg 1 5 months ago and noticed a difference again right away My skin was almost 100 clear About a week ago my skin started getting bad again Thinking I might start doing 25mg in the mornings and 50mg at night Hopefully this will be what works for me I m not giving up,Hopefully this will be what works for me I m not giving up
1292,513,0,3,positive experience,Adapalene / benzoyl peroxide,6,It has been decent I have definitely seen a cut back in my oil production and acne on my neck however I have been getting breakouts on my cheeks and forehead and I never really did before I don t see much of a difference other than less oil My acne location just pretty much relocated,It has been decent
1293,513,4,19,benefit,Adapalene / benzoyl peroxide,6,It has been decent I have definitely seen a cut back in my oil production and acne on my neck however I have been getting breakouts on my cheeks and forehead and I never really did before I don t see much of a difference other than less oil My acne location just pretty much relocated,I have definitely seen a cut back in my oil production and acne on my neck
1294,513,21,30,bad effect,Adapalene / benzoyl peroxide,6,It has been decent I have definitely seen a cut back in my oil production and acne on my neck however I have been getting breakouts on my cheeks and forehead and I never really did before I don t see much of a difference other than less oil My acne location just pretty much relocated,I have been getting breakouts on my cheeks and forehead
1295,513,37,48,some benefit,Adapalene / benzoyl peroxide,6,It has been decent I have definitely seen a cut back in my oil production and acne on my neck however I have been getting breakouts on my cheeks and forehead and I never really did before I don t see much of a difference other than less oil My acne location just pretty much relocated,I don t see much of a difference other than less oil
1296,513,49,55,no change,Adapalene / benzoyl peroxide,6,It has been decent I have definitely seen a cut back in my oil production and acne on my neck however I have been getting breakouts on my cheeks and forehead and I never really did before I don t see much of a difference other than less oil My acne location just pretty much relocated,My acne location just pretty much relocated
1297,514,53,59,worked originally,Doxycycline,6,I am 24 years old and my terrible cystic acne has returned worse than ever I was on Accutane several years ago which cleared it up nicely but do not want to go back on it because of depression and irritable bowel syndrome My dermatologist put me on doxycycline about 3 weeks ago I started to notice a little improvement the pimples seemed to be smaller and less painful but now it s that time of the month and I m having a huge breakout again I m also on birth control Tri Nessa and a topical cream Epiduo I m hoping that the results will be much more noticeable in month 2,I started to notice a little improvement
1298,514,60,68,benefit,Doxycycline,6,I am 24 years old and my terrible cystic acne has returned worse than ever I was on Accutane several years ago which cleared it up nicely but do not want to go back on it because of depression and irritable bowel syndrome My dermatologist put me on doxycycline about 3 weeks ago I started to notice a little improvement the pimples seemed to be smaller and less painful but now it s that time of the month and I m having a huge breakout again I m also on birth control Tri Nessa and a topical cream Epiduo I m hoping that the results will be much more noticeable in month 2,the pimples seemed to be smaller and less painful
1299,514,79,85,bad effect,Doxycycline,6,I am 24 years old and my terrible cystic acne has returned worse than ever I was on Accutane several years ago which cleared it up nicely but do not want to go back on it because of depression and irritable bowel syndrome My dermatologist put me on doxycycline about 3 weeks ago I started to notice a little improvement the pimples seemed to be smaller and less painful but now it s that time of the month and I m having a huge breakout again I m also on birth control Tri Nessa and a topical cream Epiduo I m hoping that the results will be much more noticeable in month 2,I m having a huge breakout again
1300,514,99,109,hope effects gets better,Doxycycline,6,I am 24 years old and my terrible cystic acne has returned worse than ever I was on Accutane several years ago which cleared it up nicely but do not want to go back on it because of depression and irritable bowel syndrome My dermatologist put me on doxycycline about 3 weeks ago I started to notice a little improvement the pimples seemed to be smaller and less painful but now it s that time of the month and I m having a huge breakout again I m also on birth control Tri Nessa and a topical cream Epiduo I m hoping that the results will be much more noticeable in month 2,I m hoping that the results will be much more noticeable
1301,515,9,12,expensive,Benzoyl peroxide / clindamycin,6,This gel was prescribed for me by my doctor It was crazy expensive I yet to see results 1 week after I know it takes time but my acne hurts soo badly I ve past my confidence on looking this way I just hope this gel really does work,It was crazy expensive
1302,515,14,17,no change,Benzoyl peroxide / clindamycin,6,This gel was prescribed for me by my doctor It was crazy expensive I yet to see results 1 week after I know it takes time but my acne hurts soo badly I ve past my confidence on looking this way I just hope this gel really does work,yet to see results
1303,515,41,48,hope effects gets better,Benzoyl peroxide / clindamycin,6,This gel was prescribed for me by my doctor It was crazy expensive I yet to see results 1 week after I know it takes time but my acne hurts soo badly I ve past my confidence on looking this way I just hope this gel really does work,I just hope this gel really does work
1304,516,16,28,drug worked,Accutane,6,I m on my last week of accutane and have been taking it for 5 months All of my acne has cleared up except for one or two pimples but I still have acne scars left My only side effect symptoms at first included dry lips dry eyes back pain and blurry vision but now I m experiencing mood swings and depression It is not severe but I have noticed that I ve been acting different for no real reason I honestly can t wait to get off the drug just to return to my normal self and feel like I have more control over my emotions Overall I think the side effects are worth it for the results that I ve gotten from accutane but I am worried that after I m done taking it that my acne will return,All of my acne has cleared up except for one or two pimples
1305,516,30,35,expected more benefit,Accutane,6,I m on my last week of accutane and have been taking it for 5 months All of my acne has cleared up except for one or two pimples but I still have acne scars left My only side effect symptoms at first included dry lips dry eyes back pain and blurry vision but now I m experiencing mood swings and depression It is not severe but I have noticed that I ve been acting different for no real reason I honestly can t wait to get off the drug just to return to my normal self and feel like I have more control over my emotions Overall I think the side effects are worth it for the results that I ve gotten from accutane but I am worried that after I m done taking it that my acne will return,I still have acne scars left
1306,516,36,61,bad effect,Accutane,6,I m on my last week of accutane and have been taking it for 5 months All of my acne has cleared up except for one or two pimples but I still have acne scars left My only side effect symptoms at first included dry lips dry eyes back pain and blurry vision but now I m experiencing mood swings and depression It is not severe but I have noticed that I ve been acting different for no real reason I honestly can t wait to get off the drug just to return to my normal self and feel like I have more control over my emotions Overall I think the side effects are worth it for the results that I ve gotten from accutane but I am worried that after I m done taking it that my acne will return,My only side effect symptoms at first included dry lips dry eyes back pain and blurry vision but now I m experiencing mood swings and depression
1307,517,7,8,drug worked,Doxycycline,6,I took Doryx for 2 months and it worked I stopped taking it and it started coming back in 2 months Now I paid 270 to buy it again as my insurance would not cover it,it worked
1308,517,10,20,worse when off the drug,Doxycycline,6,I took Doryx for 2 months and it worked I stopped taking it and it started coming back in 2 months Now I paid 270 to buy it again as my insurance would not cover it,stopped taking it and it started coming back in 2 months
1309,517,21,24,expensive,Doxycycline,6,I took Doryx for 2 months and it worked I stopped taking it and it started coming back in 2 months Now I paid 270 to buy it again as my insurance would not cover it,Now I paid 270
1310,518,11,16,no side effects,Minocin,6,My son has been using this drug for about a month He has had no side effects at all His face has cleared up well from what it was The acne hasn t totally gone but it s less severe now and not as red as it was,He has had no side effects
1311,518,19,28,drug worked,Minocin,6,My son has been using this drug for about a month He has had no side effects at all His face has cleared up well from what it was The acne hasn t totally gone but it s less severe now and not as red as it was,His face has cleared up well from what it was
1312,518,30,34,expected more benefit,Minocin,6,My son has been using this drug for about a month He has had no side effects at all His face has cleared up well from what it was The acne hasn t totally gone but it s less severe now and not as red as it was,acne hasn t totally gone
1313,519,17,20,drug worked,Cyclafem 1 / 35,6,My doctor wanted to take me off of Beyaz and I was switched to this the pill was effective never spotted Sometimes period was extremely heavy and other times it barely lasted 3 days Mood swings were crazy and my chin has been broken out for the entire 5 months No matter what I use soap acne medication it will not go away,was effective never spotted
1314,519,21,33,bearable side effect,Cyclafem 1 / 35,6,My doctor wanted to take me off of Beyaz and I was switched to this the pill was effective never spotted Sometimes period was extremely heavy and other times it barely lasted 3 days Mood swings were crazy and my chin has been broken out for the entire 5 months No matter what I use soap acne medication it will not go away,Sometimes period was extremely heavy and other times it barely lasted 3 days
1315,519,34,44,bad effect,Cyclafem 1 / 35,6,My doctor wanted to take me off of Beyaz and I was switched to this the pill was effective never spotted Sometimes period was extremely heavy and other times it barely lasted 3 days Mood swings were crazy and my chin has been broken out for the entire 5 months No matter what I use soap acne medication it will not go away,Mood swings were crazy and my chin has been broken out
1316,520,15,22,drug worked,Benzoyl peroxide / clindamycin,6,I applied Duac on my face as instructed and after 2 days of using it I noticed that my pimples started to disappear but the problem is my whole face got swollen itchy and red I can t even sleep and go to school for days So what I did is I visited my doctor again and told me that those were the side effects of the product and told me to stop using it To relieve the stinging and redness I used an ice pack on my face and put moisturizer non stop Luckily after a few days the swelling and redness disappeared Thank God my acne disappeared and since then whenever pimples appear on my face I just applied the gel directly on the pimples,I noticed that my pimples started to disappear
1317,520,24,34,bad effect,Benzoyl peroxide / clindamycin,6,I applied Duac on my face as instructed and after 2 days of using it I noticed that my pimples started to disappear but the problem is my whole face got swollen itchy and red I can t even sleep and go to school for days So what I did is I visited my doctor again and told me that those were the side effects of the product and told me to stop using it To relieve the stinging and redness I used an ice pack on my face and put moisturizer non stop Luckily after a few days the swelling and redness disappeared Thank God my acne disappeared and since then whenever pimples appear on my face I just applied the gel directly on the pimples,the problem is my whole face got swollen itchy and red
1318,520,81,91,having to remedy side effects,Benzoyl peroxide / clindamycin,6,I applied Duac on my face as instructed and after 2 days of using it I noticed that my pimples started to disappear but the problem is my whole face got swollen itchy and red I can t even sleep and go to school for days So what I did is I visited my doctor again and told me that those were the side effects of the product and told me to stop using it To relieve the stinging and redness I used an ice pack on my face and put moisturizer non stop Luckily after a few days the swelling and redness disappeared Thank God my acne disappeared and since then whenever pimples appear on my face I just applied the gel directly on the pimples,I used an ice pack on my face and put moisturizer
1319,520,94,103,side effects go away,Benzoyl peroxide / clindamycin,6,I applied Duac on my face as instructed and after 2 days of using it I noticed that my pimples started to disappear but the problem is my whole face got swollen itchy and red I can t even sleep and go to school for days So what I did is I visited my doctor again and told me that those were the side effects of the product and told me to stop using it To relieve the stinging and redness I used an ice pack on my face and put moisturizer non stop Luckily after a few days the swelling and redness disappeared Thank God my acne disappeared and since then whenever pimples appear on my face I just applied the gel directly on the pimples,Luckily after a few days the swelling and redness disappeared
1320,520,105,108,drug worked,Benzoyl peroxide / clindamycin,6,I applied Duac on my face as instructed and after 2 days of using it I noticed that my pimples started to disappear but the problem is my whole face got swollen itchy and red I can t even sleep and go to school for days So what I did is I visited my doctor again and told me that those were the side effects of the product and told me to stop using it To relieve the stinging and redness I used an ice pack on my face and put moisturizer non stop Luckily after a few days the swelling and redness disappeared Thank God my acne disappeared and since then whenever pimples appear on my face I just applied the gel directly on the pimples,God my acne disappeared
1321,521,7,19,initially bad effects,Doxycycline,6,I started Doxycycline December last year and initially it broke my skin out horrendously as it has a purging effect The spots will be red and quite painful I found using Ice soothed them down quicker After about 3 weeks my skin started to clear and after almost a year I had stopped taking them Recently I began again after breaking out more than usual after about a 4 month break and my skin has had that same purge experience It seems that these do help but once your skin clears I d avoid going back on them and find other ways to fight the light break outs I use it in conjunction with Isotrexin gel,initially it broke my skin out horrendously as it has a purging effect
